id,read_ratio,insert_ratio,update_ratio,scan_ratio,delete_ratio,key_path,index_type,throughput,init_table_size,memory_consumption,thread_num,min,50 percentile,90 percentile,99 percentile,99.9 percentile,99.99 percentile,max,avg,seed,scan_num,latency_variance,latency_sample,data_shift,pgm,error_bound,table_size
20241214145342,0.5,0.5,0,0,0,../datasets/covid,btree,461573,200000000,0,24,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20241214145759,0.5,0.5,0,0,0,../datasets/covid,btree,106791,200000000,0,24,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20241214145943,0.5,0.5,0,0,0,../datasets/covid,btree,0,200000000,0,24,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20241214150159,0.5,0.5,0,0,0,../datasets/covid,btree,0,0,0,24,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20241214150250,0.5,0.5,0,0,0,../datasets/covid,btree,0,200000000,0,24,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20241214150704,0.5,0.5,0,0,0,../datasets/covid,btree,0,200000000,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20241214150744,0.5,0.5,0,0,0,../datasets/covid,btree,0,200000000,0,0,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20241214150822,0.5,0.5,0,0,0,../datasets/covid,btree,0,0,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20241214151226,0.5,0.5,0,0,0,../datasets/covid,btree,0,100000000,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20241214153753,0.5,0.5,0,0,0,../datasets/covid,btree,0,200000000,0,24,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20241214153826,0.5,0.5,0,0,0,../datasets/planet,btree,0,0,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20241214174634,0,1,0,0,0,../datasets/planet,btree,0,250,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,250
20241214174710,0,1,0,0,0,../datasets/planet,btree,92867,249,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,250
20241214174718,0,1,0,0,0,../datasets/planet,btree,5393613,25,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,250
20241214175900,0.5,0.5,0,0,0,../datasets/planet,btree,0,0,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20241214180311,0,1,0,0,0,../datasets/covid,btree,1236068,0,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20250122145122,0,1,0,0,0,../datasets/covid,btree,1284988,0,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20250122152352,0,1,0,0,0,../datasets/covid,btree,1264646,0,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20250122153012,0,1,0,0,0,../datasets/covid,btree,1116425,100000000,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20250122153123,0,1,0,0,0,../datasets/covid,btree,0,200000000,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20250122153524,0,1,0,0,0,../datasets/covid,btree,1278440,0,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20250122153740,0,1,0,0,0,../datasets/covid,btree,1131439,100000000,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20250126173247,0,1,0,0,0,../datasets/covid,btree,1262171,100000000,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20250126175101,0,1,0,0,0,../datasets/covid,btree,1265543,100000000,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,42695,64,200000000
20250129152733,0,1,0,0,0,../datasets/covid,btree,1322910,100000000,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20250129153245,0,1,0,0,0,../datasets/osm,btree,1278960,100000000,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20250129153529,0,1,0,0,0,../datasets/fb,btree,1274281,100000000,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20250129153748,0,1,0,0,0,../datasets/planet,btree,1217085,100000000,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20250129154119,0,1,0,0,0,../datasets/covid,btree,1398318,0,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20250129154224,0,1,0,0,0,../datasets/covid,btree,0,200000000,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20250201144822,0,1,0,0,0,../datasets/osm,btree,0,200000000,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20250201145026,0,1,0,0,0,../datasets/osm,btree,1276532,100000000,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20250201145442,0,1,0,0,0,../datasets/osm,btree,1408638,0,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20250201150122,0,1,0,0,0,../datasets/fb,btree,1395496,0,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20250201150341,0,1,0,0,0,../datasets/fb,btree,1271857,100000000,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20250201150542,0,1,0,0,0,../datasets/fb,btree,0,200000000,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20250201150725,0,1,0,0,0,../datasets/covid,btree,0,200000000,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20250201151017,0,1,0,0,0,../datasets/planet,btree,0,200000000,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20250201151449,0,1,0,0,0,../datasets/planet,btree,1283687,100000000,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20250201151843,0,1,0,0,0,../datasets/planet,btree,1389353,0,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20250203124425,1,0,0,0,0,../datasets/covid,btree,1798134,200000000,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20250203124729,1,0,0,0,0,../datasets/covid,btree,1762372,200000000,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20250203130131,0,0,0,1,0,../datasets/covid,btree,217070,200000000,0,1,0,0,0,0,0,0,0,0,1866,1024,0,0,0,0,64,200000000
20250203130344,0,0,0,1,0,../datasets/covid,btree,219984,200000000,0,1,0,0,0,0,0,0,0,0,1866,1024,0,0,0,0,64,200000000
20250203130823,0,0,0,1,0,../datasets/covid,btree,1795201,200000000,0,1,0,0,0,0,0,0,0,0,1866,1,0,0,0,0,64,200000000
20250203132103,0,0,0,1,0,../datasets/covid,btree,175839,200000000,0,1,0,0,0,0,0,0,0,0,1866,1024,0,0,0,0,64,200000000
20250203132336,0,0,0,1,0,../datasets/covid,btree,0,200000000,0,1,0,0,0,0,0,0,0,0,1866,1024,0,0,0,0,64,200000000
20250203132442,0,1,0,0,0,../datasets/covid,btree,0,200000000,0,1,0,0,0,0,0,0,0,0,1866,1024,0,0,0,0,64,200000000
20250203132956,0,1,0,0,0,../datasets/osm,btree,1406988,0,0,1,0,0,0,0,0,0,0,0,1866,1024,0,0,0,0,64,200000000
20250203133154,0,1,0,0,0,../datasets/osm,btree,1267899,100000000,0,1,0,0,0,0,0,0,0,0,1866,1024,0,0,0,0,64,200000000
20250203133249,0,1,0,0,0,../datasets/osm,btree,0,200000000,0,1,0,0,0,0,0,0,0,0,1866,1024,0,0,0,0,64,200000000
20250203134035,0,1,0,0,0,../datasets/osm,btree,0,200000000,0,1,0,0,0,0,0,0,0,0,1866,1024,0,0,0,0,64,200000000
20250203134448,0,1,0,0,0,../datasets/fb,btree,1393982,0,0,1,0,0,0,0,0,0,0,0,1866,1024,0,0,0,0,64,200000000
20250203134645,0,1,0,0,0,../datasets/fb,btree,1275830,100000000,0,1,0,0,0,0,0,0,0,0,1866,1024,0,0,0,0,64,200000000
20250203134733,0,1,0,0,0,../datasets/fb,btree,0,200000000,0,1,0,0,0,0,0,0,0,0,1866,1024,0,0,0,0,64,200000000
20250203135039,0,1,0,0,0,../datasets/covid,btree,1411191,0,0,1,0,0,0,0,0,0,0,0,1866,1024,0,0,0,0,64,200000000
20250203135259,0,1,0,0,0,../datasets/covid,btree,1217778,100000000,0,1,0,0,0,0,0,0,0,0,1866,1024,0,0,0,0,64,200000000
20250203135342,0,1,0,0,0,../datasets/covid,btree,0,200000000,0,1,0,0,0,0,0,0,0,0,1866,1024,0,0,0,0,64,200000000
20250203135809,0,1,0,0,0,../datasets/planet,btree,1408675,0,0,1,0,0,0,0,0,0,0,0,1866,1024,0,0,0,0,64,200000000
20250203140006,0,1,0,0,0,../datasets/planet,btree,1229653,100000000,0,1,0,0,0,0,0,0,0,0,1866,1024,0,0,0,0,64,200000000
20250203140046,0,1,0,0,0,../datasets/planet,btree,0,200000000,0,1,0,0,0,0,0,0,0,0,1866,1024,0,0,0,0,64,200000000
20250203140213,0,0,0,1,0,../datasets/covid,btree,219822,200000000,0,1,0,0,0,0,0,0,0,0,1866,1024,0,0,0,0,64,200000000
20250203141056,0,0,0,1,0,../datasets/covid,btree,973665,200000000,0,1,0,0,0,0,0,0,0,0,1866,64,0,0,0,0,64,200000000
20250203141233,0,0,0,1,0,../datasets/covid,btree,1722095,200000000,0,1,0,0,0,0,0,0,0,0,1866,8,0,0,0,0,64,200000000
20250203141421,0,0,0,1,0,../datasets/covid,btree,627339,200000000,0,1,0,0,0,0,0,0,0,0,1866,256,0,0,0,0,64,200000000
20250203141538,0,0,0,1,0,../datasets/covid,btree,385573,200000000,0,1,0,0,0,0,0,0,0,0,1866,512,0,0,0,0,64,200000000
20250203141630,0,0,0,1,0,../datasets/covid,btree,923238,200000000,0,1,0,0,0,0,0,0,0,0,1866,128,0,0,0,0,64,200000000
20250203142204,0,0,0,1,0,../datasets/covid,btree,214786,200000000,0,1,0,0,0,0,0,0,0,0,1866,1024,0,0,0,0,64,200000000
20250203142430,0,0,0,1,0,../datasets/covid,btree,344600,200000000,0,1,0,0,0,0,0,0,0,0,1866,512,0,0,0,0,64,200000000
20250203142519,0,0,0,1,0,../datasets/covid,btree,442265,200000000,0,1,0,0,0,0,0,0,0,0,1866,256,0,0,0,0,64,200000000
20250203142617,0,0,0,1,0,../datasets/covid,btree,542408,200000000,0,1,0,0,0,0,0,0,0,0,1866,128,0,0,0,0,64,200000000
20250203142702,0,0,0,1,0,../datasets/covid,btree,715476,200000000,0,1,0,0,0,0,0,0,0,0,1866,64,0,0,0,0,64,200000000
20250203142808,0,0,0,1,0,../datasets/covid,btree,1276864,200000000,0,1,0,0,0,0,0,0,0,0,1866,8,0,0,0,0,64,200000000
20250203143034,0,0,0,1,0,../datasets/covid,btree,1324083,200000000,0,1,0,0,0,0,0,0,0,0,1866,4,0,0,0,0,64,200000000
20250203143605,0,0,0,1,0,../datasets/covid,btree,911933,200000000,0,1,0,0,0,0,0,0,0,0,1866,4,0,0,0,0,64,200000000
20250203143808,0,0,0,1,0,../datasets/covid,btree,811956,200000000,0,1,0,0,0,0,0,0,0,0,1866,8,0,0,0,0,64,200000000
20250203143948,0,0,0,1,0,../datasets/covid,btree,764193,200000000,0,1,0,0,0,0,0,0,0,0,1866,16,0,0,0,0,64,200000000
20250203144216,0,0,0,1,0,../datasets/covid,btree,543877,200000000,0,1,0,0,0,0,0,0,0,0,1866,32,0,0,0,0,64,200000000
20250203144354,0,0,0,1,0,../datasets/covid,btree,503768,200000000,0,1,0,0,0,0,0,0,0,0,1866,64,0,0,0,0,64,200000000
20250203144445,0,0,0,1,0,../datasets/covid,btree,379721,200000000,0,1,0,0,0,0,0,0,0,0,1866,128,0,0,0,0,64,200000000
20250203144556,0,0,0,1,0,../datasets/covid,btree,285755,200000000,0,1,0,0,0,0,0,0,0,0,1866,256,0,0,0,0,64,200000000
20250203144638,0,0,0,1,0,../datasets/covid,btree,241771,200000000,0,1,0,0,0,0,0,0,0,0,1866,512,0,0,0,0,64,200000000
20250203144731,0,0,0,1,0,../datasets/covid,btree,117619,200000000,0,1,0,0,0,0,0,0,0,0,1866,1024,0,0,0,0,64,200000000
20250203145247,1,0,0,0,0,../datasets/covid,btree,916938,200000000,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20250203150054,1,0,0,0,0,../datasets/covid,btree,1349289,200000000,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20250203150545,0,0,0,1,0,../datasets/covid,btree,915748,200000000,0,1,0,0,0,0,0,0,0,0,1866,32,0,0,0,0,64,200000000
20250203150704,0,0,0,1,0,../datasets/covid,btree,1104032,200000000,0,1,0,0,0,0,0,0,0,0,1866,16,0,0,0,0,64,200000000
20250203155245,1,0,0,0,0,../datasets/covid,btree,1648053,200000000,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20250203155418,0,0,0,1,0,../datasets/covid,btree,1587822,200000000,0,1,0,0,0,0,0,0,0,0,1866,4,0,0,0,0,64,200000000
20250203155529,0,0,0,1,0,../datasets/covid,btree,1542730,200000000,0,1,0,0,0,0,0,0,0,0,1866,8,0,0,0,0,64,200000000
20250203155623,0,0,0,1,0,../datasets/covid,btree,1381837,200000000,0,1,0,0,0,0,0,0,0,0,1866,16,0,0,0,0,64,200000000
20250203160209,1,0,0,0,0,../datasets/covid,btree,1602715,200000000,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20250203160230,0,0,0,1,0,../datasets/covid,btree,217716,200000000,0,1,0,0,0,0,0,0,0,0,1866,1024,0,0,0,0,64,200000000
20250203160250,0,0,0,1,0,../datasets/covid,btree,387880,200000000,0,1,0,0,0,0,0,0,0,0,1866,512,0,0,0,0,64,200000000
20250203160312,0,0,0,1,0,../datasets/covid,btree,550642,200000000,0,1,0,0,0,0,0,0,0,0,1866,256,0,0,0,0,64,200000000
20250203160333,0,0,0,1,0,../datasets/covid,btree,788707,200000000,0,1,0,0,0,0,0,0,0,0,1866,128,0,0,0,0,64,200000000
20250203160357,0,0,0,1,0,../datasets/covid,btree,879944,200000000,0,1,0,0,0,0,0,0,0,0,1866,64,0,0,0,0,64,200000000
20250203160422,0,0,0,1,0,../datasets/covid,btree,1139459,200000000,0,1,0,0,0,0,0,0,0,0,1866,32,0,0,0,0,64,200000000
20250203160451,0,0,0,1,0,../datasets/covid,btree,1298628,200000000,0,1,0,0,0,0,0,0,0,0,1866,16,0,0,0,0,64,200000000
20250203160530,0,0,0,1,0,../datasets/covid,btree,1372924,200000000,0,1,0,0,0,0,0,0,0,0,1866,8,0,0,0,0,64,200000000
20250203160622,0,0,0,1,0,../datasets/covid,btree,1603465,200000000,0,1,0,0,0,0,0,0,0,0,1866,4,0,0,0,0,64,200000000
20250203161554,0,0,0,1,0,../datasets/covid,btree,1805767,200000000,0,1,0,0,0,0,0,0,0,0,1866,4,0,0,0,0,64,200000000
20250203161650,0,0,0,1,0,../datasets/covid,btree,1371216,200000000,0,1,0,0,0,0,0,0,0,0,1866,16,0,0,0,0,64,200000000
20250203161737,0,0,0,1,0,../datasets/covid,btree,1205713,200000000,0,1,0,0,0,0,0,0,0,0,1866,32,0,0,0,0,64,200000000
20250203162834,1,0,0,0,0,../datasets/covid,btree,1831529,200000000,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000
20250203162853,0,0,0,1,0,../datasets/covid,btree,256592,200000000,0,1,0,0,0,0,0,0,0,0,1866,1024,0,0,0,0,64,200000000
20250203162912,0,0,0,1,0,../datasets/covid,btree,457371,200000000,0,1,0,0,0,0,0,0,0,0,1866,512,0,0,0,0,64,200000000
